"Period","Red.y","Blue.y","RedActivists.y","RedVoters.y","BlueVoters.y","BlueActivists.y"
25,-0.187070808,-0.356752596,0.337442203,-0.451697092,-0.236201193,-0.978197067
26,0.036537304,-0.172942814,-0.806578019,-0.424257961,-0.687265913,-0.728347911
27,-0.546100997,-0.424139264,-0.50537763,-0.397604498,-0.946755318,-0.773070165
28,-0.26006215,0.050492176,0.108119962,0.102865754,-0.712332402,1.138615894
29,-0.147946828,0.072568525,-1.422099773,-0.371943102,-1.218751457,-0.384873829
30,0.513587746,-0.506014639,0.567032155,-0.429182944,-0.50748905,-0.757974464
31,0.213628453,-0.30768944,-0.123131853,-0.521396002,-0.643198739,-1.370513934
32,-0.013061856,-0.41116558,-0.109990223,-0.521641055,-0.409098628,-1.500887084
33,0.126832691,-0.464303516,-0.086294008,-0.825749412,-0.562091508,-0.191837843
34,0.092006629,-0.525402337,0.527469159,-0.530776088,-0.887925195,-0.312854898
35,-0.315926,0.196797829,-0.183602847,-0.424015461,-0.934001388,-0.257183358
36,-0.230776784,-0.641706231,0.525894768,-0.630180509,-0.179695859,-1.212296291
37,-0.095863391,-0.960911153,0.820407831,-0.112663316,-0.885449351,-1.555086947
38,-0.122640715,-0.711783355,-0.031051616,-0.42663622,-0.884860535,-0.413969913
39,-0.465558424,-1.290702008,-0.125517601,-0.582654882,-0.468529269,-0.786693059
40,-0.55933944,-1.34075258,0.364979382,0.081651758,-0.997120655,-0.851801967
41,-0.438099277,-1.301594293,0.498439149,-0.368781331,-0.766974562,-0.722173056
42,-0.545493597,-1.546425931,-0.278518752,0.010507763,-1.089763051,-0.88341275
43,-0.150370225,-1.464845306,0.35011918,0.054786194,-0.799094237,-1.697627395
44,0.0328615,-1.458980956,0.273359142,0.173803065,-0.992723942,-0.387312239
45,0.096228135,-1.531150367,0.093270029,-0.221604648,-0.494779537,-0.79291258
46,0.274584335,-1.901927848,0.238843857,0.031613265,-0.870339948,-2.030370688
47,-0.018225171,-1.775503868,1.238268397,0.409416689,-1.031519617,-1.268074668
48,-0.168114516,-1.650395484,0.580734587,0.035444103,-0.464570774,-1.113484424
49,-0.121854512,-1.668719615,1.058700744,-0.086931957,-1.078340026,-1.099629236
50,-0.18950421,-1.773423737,0.741377027,-0.024791363,-1.268217981,-1.621731522
51,0.11880697,-1.585728971,0.990033683,-0.191147392,-1.016356649,-1.340616287
52,-0.073535985,-1.700909638,1.117006797,-0.40905686,-0.794910049,-1.140292706
53,0.690646629,-1.525033134,0.813718816,-0.592814859,-0.582652018,-1.3885534
54,0.44163942,-1.368202427,1.253993009,0.187458132,-1.289154806,-1.584436506
55,0.628252458,-1.303972756,0.335908821,-0.07880633,-1.01897697,-0.663238272
56,0.537352999,-1.494254935,0.43730981,-0.437847885,-0.448241493,-1.191849863
57,0.635868965,-1.345759014,0.932853766,-0.221514236,-0.896784892,-2.260926486
58,0.518790789,-1.23793677,0.712902281,-0.554293661,-0.784742873,-1.44287694
59,0.441437258,-1.505369799,0.72300048,-0.115591031,-0.519691677,-1.640698734
60,0.665045783,-1.470284379,0.566095002,0.165310804,-1.307633591,-1.295694718
61,0.978611329,-1.561635554,1.131230137,0.093213503,-0.814340396,-2.038063674
62,1.142963218,-1.123120392,0.667837304,-0.077510738,-1.278837056,-1.521993329
63,1.125716559,-1.253936369,0.221717472,-0.006127556,-0.879693573,-1.085440827
64,1.119341634,-1.268301043,0.873421544,0.166773663,-1.190329032,-1.384775644
65,1.280181722,-1.120994246,0.991336809,-0.08839206,-1.209343349,-1.331743824
66,1.079984355,-1.076461315,0.847824337,0.055823685,-1.244752487,-1.657922458
67,1.045268692,-1.258103035,0.381543983,0.339247438,-1.102166039,-1.433107906
68,1.040505911,-1.263834677,0.757816397,-0.172367477,-1.123362045,-2.028880228
69,0.931617805,-1.073877699,0.676498768,0.205640032,-1.160506467,-1.03702855
70,1.140364158,-1.121025222,0.841137037,0.436613126,-1.40324761,-1.727214333
71,1.103742255,-0.991799761,0.944186925,-0.235794015,-1.061016759,-1.833634431
72,1.000188311,-1.402247933,0.768900112,0.091643354,-1.309904418,-1.94922909
73,0.745936217,-1.134381659,0.536170122,0.058773693,-0.842993107,-0.5902824
74,0.941354343,-1.176616699,0.929926198,-0.019217584,-0.969124883,-0.80902009
75,0.798631648,-1.526575519,-0.010061442,0.164043909,-1.078617586,-1.434634834
76,1.02711593,-1.188214707,0.859131597,0.056257572,-1.256984323,-1.197106372
77,0.98144084,-0.983051183,0.611761245,0.504121879,-1.743369129,-1.404901886
78,0.723551558,-1.170496464,0.921571479,0.227344743,-0.808004509,-0.610016244
79,0.673511698,-1.054522842,0.573880266,-0.072346035,-0.802035205,-1.077314836
80,0.514237519,-0.952212956,0.019842484,-0.383715281,-0.806541805,-0.490897741
81,0.691114499,-1.080039682,0.341072451,-0.187707989,-0.746664904,-1.029402274
82,0.765707255,-1.151967727,0.574311832,-0.407831613,-0.694470885,-1.170753389
83,0.752271115,-1.303961259,0.78484943,0.279671195,-1.229861992,-0.923794872
84,0.981442494,-1.415173793,-0.184653282,-0.052206957,-1.163525789,-1.017632337
85,0.989911505,-1.484378832,0.787519383,0.030770531,-1.113089703,-1.387762895
86,0.602182545,-1.673107825,0.862014323,0.232176398,-0.840692985,-1.29015114
87,1.071870224,-1.602025663,0.417290422,0.352761776,-1.39647872,-1.235492158
88,0.914077613,-1.85127413,0.585452315,-0.06517978,-1.110320506,-1.848773508
89,0.605889054,-1.60932199,0.194802246,0.049456094,-1.125942571,-1.287124386
90,0.827473018,-1.788204403,0.641114872,0.119163129,-1.567460034,-1.551873278
91,0.992670554,-1.511009781,1.065692674,0.238191635,-1.244286716,-0.815363628
92,0.675021835,-1.731312226,0.508774648,-0.042661759,-0.836189512,-2.111226021
93,0.648129454,-1.575965362,1.098532467,0.073136348,-0.886427712,-0.959787581
94,0.769797285,-1.600263437,0.207713951,-0.261483698,-1.090796907,-0.8893323
95,1.161245469,-1.933320201,1.241765565,0.207955956,-1.109355601,-1.4049884
96,1.020169308,-2.160183905,0.877243732,0.58816068,-1.320170725,-1.619009621
97,1.079199688,-1.955658779,0.91006409,0.057139183,-0.970447259,-1.943704502
98,0.942274121,-2.476846302,0.573054866,0.305808347,-1.08992117,-1.517407364
99,0.799359565,-2.484413993,0.80936647,0.148952682,-1.080958011,-1.5890799
100,0.729977578,-2.267278387,0.963770341,0.072162747,-1.312320055,-1.779963958
101,1.149542422,-2.298125255,0.940158696,0.150761466,-1.054994176,-1.640898231
102,1.193089143,-2.3497651,1.946812761,0.177369781,-1.54351151,-1.09192418
103,0.954768545,-2.387142103,0.69970403,0.552421142,-1.188878274,-1.362491268
104,0.812509301,-2.276651167,1.425905999,0.226186807,-1.007331536,-1.287759934
105,1.267841776,-2.17302391,1.124693943,0.305153926,-1.409730608,-1.266087375
106,1.240764255,-2.077942474,1.31071333,0.260509553,-1.397556845,-1.247658381
107,1.52885261,-1.981387653,1.374467387,0.294050673,-1.371169957,-1.390258786
108,1.973952911,-1.857943788,1.66239824,-0.043135637,-1.196361179,-2.065587387
109,1.911717642,-1.669471032,0.95609494,0.393688568,-1.437527946,-1.798540965
110,1.621155903,-1.803080915,0.9464115,0.006998596,-1.039319951,-1.199507512
111,1.92440661,-1.655127107,1.5002941,0.70073888,-1.516813745,-1.950754212
112,1.410486761,-1.660901482,0.687100515,0.058542575,-1.012515843,-1.250915866
113,0.981499314,-1.726583037,1.724121518,-0.075726161,-0.965725649,-0.842153001
114,0.733819196,-1.586238185,0.79066316,-0.115303703,-1.203491951,-0.714983239
115,0.34445451,-1.62202126,0.564847494,-0.023973765,-0.872306553,-1.240152176
116,0.765715402,-1.974567392,1.263355817,0.206163534,-1.083626624,-1.751256676
117,0.862945047,-2.054440717,1.030380933,-0.067448394,-0.822120687,-1.689332549
118,0.105297916,-2.173499143,0.82956439,0.135669226,-1.03999096,-0.227860284
119,0.186258681,-2.401067392,0.701338616,0.145323865,-1.015112467,-1.391639175
120,-0.357675416,-2.3630433,0.884193205,0.446020435,-1.32419448,-0.694330781
121,-0.618780362,-2.314866939,0.216071428,-0.130444671,-0.764085986,-0.687027084
122,-0.133558173,-2.166088603,0.587495272,0.018706276,-0.693696539,-0.844335928
123,0.341315076,-1.913011461,0.79245829,0.073052771,-0.721409836,-1.279057027
124,0.422970743,-2.051808657,0.643285707,0.141502659,-1.297791011,-1.283642011
125,0.671970064,-2.292977501,1.315983896,-0.034819012,-0.788468064,-1.284334348
126,0.870800478,-1.986167091,1.015523631,0.275526655,-1.288798143,-1.050788282
127,0.369264635,-1.925840263,0.765480328,-0.066848169,-0.911841341,-1.538262023
128,0.328487229,-1.93252463,0.660376363,0.043506061,-1.115364778,-0.647403527
129,0.128629198,-1.796039294,0.295667122,-0.208715909,-0.965866677,-1.63354927
130,0.306667188,-1.870151082,0.837669638,0.309651885,-1.074013876,-1.193628027
131,-0.164200099,-1.899474535,0.480479294,-0.370641326,-0.737323569,-0.454165065
132,-0.170820064,-1.937611965,0.118595612,-0.3219081,-0.849876084,-0.568724632
133,0.0798602,-1.984079534,0.626152995,0.188743219,-0.836055849,-1.043714159
134,0.335848928,-1.934434376,1.186405647,0.120245754,-1.237153645,-1.210018287
135,0.334956579,-2.059405451,0.737636381,0.052993434,-0.752372838,-1.12112503
136,-0.003996285,-2.110452749,0.712748013,0.259296087,-1.07381792,-1.384769574
137,0.295918805,-2.049775424,0.601799997,-0.184580002,-0.887388137,-1.044245835
138,0.068365117,-1.761477863,1.357466909,-0.134721724,-0.73074695,-0.53296435
139,0.340557861,-1.80361379,0.2338032,0.317419108,-1.064770796,-0.821712152
140,0.234692322,-1.622921266,0.682826969,-0.33249483,-0.729561811,-0.938248928
141,0.305946517,-1.529324649,1.283923515,-0.410606069,-0.698806496,-1.465018771
142,0.865937499,-1.56689361,1.729173034,-0.112280398,-0.846673087,-2.767567136
143,0.872081548,-1.366483841,1.758841786,0.127768022,-1.051456924,-2.404488976
144,0.616523917,-1.770176424,1.992431353,0.032097544,-0.710042211,-2.539257312
145,0.415662374,-1.586144385,1.378381558,-0.371657196,-0.494524152,-1.802324903
146,1.000261453,-1.763308357,1.690587567,-0.003683561,-0.969864905,-2.34521535
147,0.823445009,-1.737809625,2.525843616,0.289344503,-1.141960739,-2.835680196
148,0.881434013,-1.685954207,3.323451719,0.032907674,-1.22185873,-3.646991078
149,1.040328438,-1.788431207,2.443874186,0.104936518,-1.126669643,-2.682927818
150,1.11662671,-2.024154765,2.673106044,0.604183569,-1.297859498,-3.184773538
151,0.927123104,-1.921388386,2.39549574,0.356175693,-1.302668596,-3.067864277
152,1.076900372,-2.079584186,2.406838504,0.284756224,-1.357666673,-3.164877223
153,1.533209281,-1.910718774,2.958330746,0.484420576,-1.475744335,-3.412618627
154,1.818533599,-2.013035402,3.333274347,0.287838613,-1.354791238,-4.528200918
155,1.788851559,-2.367058295,3.779268065,0.48882664,-1.089604802,-4.082166549
156,1.470906331,-2.349539588,3.931964312,0.063694725,-1.269613912,-4.03416633
157,1.490890304,-2.506077746,3.51703553,0.515439797,-1.570310554,-4.189500162
158,1.675628684,-2.711402881,4.420231879,0.446387015,-1.485778193,-4.570556262
159,1.591667321,-2.82501176,4.243158379,0.359443962,-1.263156389,-4.636561157
160,1.443777965,-2.739154079,3.595809836,0.692513798,-1.389190539,-4.915483004
161,1.697492175,-3.090552997,4.317945666,0.598540975,-1.355126594,-5.273676177
162,1.916671668,-3.062052312,4.364809767,0.631907146,-1.739772213,-5.011154237
163,1.920716163,-2.804040046,4.0774012,0.131410357,-1.044651403,-5.709658937
164,2.140399311,-2.575722012,5.195383847,0.475593279,-1.335527757,-6.314351527
165,2.298578317,-3.237015079,4.912445061,0.637255268,-1.63504868,-5.333129405
166,2.491287761,-3.370263146,5.337811601,0.561375507,-1.679095084,-6.65156417
167,2.732576028,-3.189941025,5.804166292,0.457735114,-1.599126659,-6.4905486
168,2.44514958,-3.207712025,5.319976862,0.894323862,-1.975076724,-5.375082111
