"Period","Red.y","Blue.y","RedActivists.y","RedVoters.y","BlueVoters.y","BlueActivists.y"
78,-7.421412523,7.589891756,-9.398867222,-3.583406994,3.230514341,8.498330766
79,-7.356191301,7.849026227,-9.483706628,-3.379361758,3.335887785,8.728477174
80,-7.285488215,7.670851872,-9.527815904,-3.461762094,2.960862575,9.316703832
81,-6.774425616,7.646943037,-9.471449864,-3.184586004,3.144177714,8.992746117
82,-7.026902607,7.44294257,-9.464894214,-3.350334777,3.653331035,8.971915231
83,-7.360306983,7.498512235,-9.462055965,-3.198814724,3.344104325,8.612850686
84,-7.249224345,7.050163793,-9.711298887,-3.042826495,2.787909159,8.611345091
85,-7.181527346,7.320299741,-9.234293427,-3.069219198,2.877245404,8.612929305
86,-7.122109026,7.239271048,-9.651607743,-3.041945808,2.552309808,8.607602943
87,-6.981841609,7.750024867,-9.198494808,-3.270229194,3.329759257,8.222777461
88,-7.014610876,7.506593815,-9.182039547,-3.470785829,3.207974731,8.702604666
89,-6.832436843,7.139002399,-9.422274566,-3.338317841,3.240800966,8.939522676
90,-6.355361843,6.81752176,-9.13208651,-3.443201851,3.333674791,8.490886817
91,-6.296084738,6.801172628,-9.552014208,-2.888800129,2.532110229,9.042065037
92,-7.26460088,6.920834454,-9.340648882,-3.156126213,2.682635121,8.494319764
93,-6.966765162,6.971368657,-9.493009869,-3.447463144,3.263701518,8.754722007
94,-7.069468734,7.081531604,-9.232354182,-3.272436646,2.862577593,8.388219091
95,-7.808117788,6.64423802,-9.258381987,-3.347109067,2.669125131,8.103856342
96,-7.706240752,6.884189611,-9.500689566,-3.166285268,2.676457634,8.272200616
97,-7.345412628,7.045960576,-9.217181516,-3.362952929,2.798897463,8.144879911
98,-7.361735677,6.648809735,-9.348998606,-3.329573496,3.038045471,8.467180631
99,-7.142214533,6.502313876,-9.383612219,-2.943022472,3.007239904,8.232292293
100,-7.448877339,6.555716873,-9.308775043,-3.772250885,3.327594145,7.808906068
101,-7.407313098,6.579400721,-9.079417468,-3.504050366,3.28756335,7.916439066
102,-7.644340433,6.165907036,-8.976880314,-3.673975077,2.924692446,7.952084989
103,-7.481900731,6.306312103,-9.772755904,-3.167815836,3.024941594,8.38991417
104,-8.138809861,6.213098424,-9.253276372,-3.206555212,2.795271934,7.963403145
105,-7.929756597,6.53633071,-9.795836918,-3.27160111,2.769870898,7.97374067
106,-7.63593272,6.662785307,-9.423335746,-3.163832312,3.036758346,7.97321775
107,-7.729481712,6.840596341,-9.40515639,-3.200086054,3.001668636,8.083259031
108,-7.745511348,6.643188885,-9.531387663,-3.619613188,3.441522158,7.827932979
109,-7.678813723,6.86768196,-9.338062194,-3.222098304,3.283176247,7.981737361
110,-7.571082362,6.538971442,-9.47460348,-3.42829093,3.015641734,8.022422111
111,-7.576428406,6.568814445,-8.997603928,-3.228643674,2.674442037,7.902731646
112,-7.85082458,6.714852616,-9.380167093,-3.155636057,2.648159314,8.135198529
113,-8.023671919,6.638551727,-9.150732664,-3.366617137,2.794862993,7.942987025
114,-7.983050256,6.482665286,-9.628029321,-3.469490056,2.771766025,8.336337257
115,-7.568916494,6.736675913,-9.624053455,-2.995027395,3.030783583,8.246234451
116,-7.868397997,6.521538974,-9.641701337,-3.115841701,2.990045423,8.394619431
117,-7.702892403,6.694214371,-9.636388414,-3.512030401,3.079714026,7.995477129
118,-7.890568658,6.278067184,-9.736489375,-3.582274855,3.24325536,8.494220824
119,-7.752418687,6.253430441,-9.773269068,-3.275419409,2.763116436,7.950855464
120,-7.226683301,6.033194736,-9.659769364,-3.02970865,2.736186666,8.612908342
121,-7.552106923,6.064970032,-10.11106217,-2.921784797,2.589613642,8.85627442
122,-7.454362863,6.402936433,-9.337752701,-3.17194964,2.935966371,8.585307081
123,-7.667503567,6.172990555,-10.15346098,-2.984337851,2.541794987,8.328264788
124,-7.872207251,5.716780866,-9.915481791,-2.651711621,2.357432011,8.158640943
125,-8.071485735,5.091484269,-10.09353487,-3.296166036,2.897125058,7.820709736
126,-8.181108886,5.67613903,-10.30663706,-3.089558814,3.040197557,7.69209222
127,-7.831302618,5.83604214,-9.474088974,-3.171425139,2.477975265,8.401169539
128,-7.839068557,6.005751257,-10.34322648,-3.094836594,2.390848431,8.333658139
129,-7.719388894,5.998574092,-10.36906941,-3.421593024,2.73847682,8.326201894
130,-7.873138043,5.549814428,-10.44919995,-3.480713628,2.981292233,7.741999516
131,-8.009711306,5.877117027,-9.86701144,-3.427790825,2.739123887,8.090523893
132,-8.211428945,5.813266665,-10.13868186,-3.228985879,2.171102258,8.254280469
133,-8.538525234,5.330036095,-10.28175568,-3.907665892,2.881522495,7.533568394
134,-8.515046973,5.444068146,-9.759896524,-3.332133322,2.817265479,7.380189285
135,-8.773776533,5.581683838,-9.925429884,-3.27540509,2.644263045,7.38092543
136,-8.677467193,5.538853917,-10.31147532,-3.132367255,2.545664923,7.984308651
137,-9.16328623,5.813974187,-10.21333762,-3.476371601,2.926218815,7.430145714
138,-9.07099117,5.582056698,-10.4282175,-3.452840995,2.830170451,7.849626178
139,-9.02465137,5.699607217,-10.15996604,-2.968199129,2.565872321,7.722525579
140,-8.739034238,6.253283987,-10.10793335,-3.443144262,2.356366544,7.908923123
141,-8.634432568,5.997643987,-10.1661072,-3.024022298,2.606335799,8.127135013
142,-8.603705878,6.081095273,-10.74229889,-3.135816772,2.851073057,7.603689445
143,-8.417825732,6.376654786,-9.940947283,-3.225444608,2.631929868,8.611013381
144,-8.194473458,6.092433581,-9.845607552,-3.011971297,2.734560597,7.890064102
145,-8.447960132,5.938199299,-9.95060649,-3.201799329,2.649865091,8.110222602
146,-8.077990202,5.899048867,-9.432830495,-3.201759707,3.045368661,7.818022419
147,-7.947100982,5.83361944,-9.825890618,-3.351493674,3.045069893,8.092831579
148,-7.519825652,5.799652264,-9.023920604,-3.191533396,2.747877063,8.29768339
149,-7.969922349,5.564800314,-9.169191197,-3.28091089,2.971602971,7.754101024
150,-7.682838963,5.37768828,-9.37824512,-3.146148885,2.329803708,8.185157505
151,-6.978003251,5.042554937,-9.369124622,-3.479164846,3.180576059,7.469707088
152,-6.749655826,4.784876697,-9.011417831,-2.994693573,2.618477797,8.014543567
153,-6.456777383,5.186655766,-8.6763822,-3.087764329,2.888178784,7.217492988
154,-6.18695104,5.007431748,-7.638197064,-3.228729381,2.537467709,7.358524848
155,-6.439281572,4.924233289,-9.319853446,-3.089813994,2.712960987,7.618240535
156,-5.748704165,5.289120347,-7.821262584,-2.845195505,2.673996732,7.400600992
157,-5.67331046,5.344185655,-7.862162658,-3.193812304,2.654313351,6.91126784
158,-5.26286547,5.350776317,-6.861711379,-3.015554021,2.30814237,7.30072638
159,-5.024544818,5.233738544,-7.812618122,-3.123408903,2.511400495,7.560747913
160,-4.804245791,5.315522861,-7.205271389,-2.793285941,2.663977847,7.171077673
161,-4.685691024,5.301851211,-6.571256684,-2.875896,2.722234795,6.902929786
162,-4.740303852,5.071958709,-6.871155637,-2.597978405,2.483320191,6.510262179
163,-4.247719572,4.600315801,-6.880906771,-2.748954586,2.557536237,7.084850223
164,-3.972171726,4.114934474,-6.910481872,-2.4718917,2.093152527,6.339387487
165,-3.895649515,4.613225153,-6.142486592,-2.761714927,2.036745926,5.553044486
166,-3.860580584,4.358289076,-6.985537665,-2.528080283,2.225256069,5.887202679
167,-4.47373425,4.24972156,-6.851958195,-2.974806525,2.780242257,6.148342708
168,-4.230737047,3.842249237,-6.300882018,-2.360589193,2.32815292,5.271345654
