"who","color","heading","xcor","ycor","util.temp","party.color","my.cands.party","act.count","cand.count","mean.position.d1","mean.position.d2","mean.position.d3","enforcement.point.d1","enforcement.point.d2","enforcement.point.d3"
"4784","15","308","5.804166292","-6.851958195","26.79912941","15","turtles 37961 39322 40151 40341 40980 41035 41093 41363 41387 41590 41615 41618 41688 41711 41713 42012 42111 42112 42248 42249 42286 42287 42292 42326 42360 42391 42393 42420 42430 42458 42697 42698 42701 42739 42746 42780 42782 42785 42788 42790 42791 42797 42801 42802 42812 42817 42821 42823 42827 42833 42844 42849 42852 42855 42861 42877 42878 42885 42888 42889 42899 42900 42901 42902 42912 42918 42919 42928 43157 43160 43165 43167 43172 43173 43175 43176 43178 43182 43186 43187 43189 43195 43198 43205 43208 43209 43212 43219 43220 43224 43227 43230 43232 43233 43235 43238 43239 43245 43246 43247 43249 43251 43253 43256 43257 43261 43263 43265 43266 43267 43268 43269 43270 43271 43272 43273 43274 43275 43276 43277 43278 43279 43280 43281 43282 43283 43284 43285 43286 43287 43288 43289 43290 43291 43292 43293 43294 43295 43296 43297 43298 43299 43300 43301 43302 43303 43304 43305 43306 43307 43308 43309 43310 43311 43312 43313 43314 43315 43316 43317 43318 43319 43320 43321 43322 43323 43324 43325 43326 43327 43328 43329 43330 43331 43332 43333 43334 43335 43336 43337 43338 43339 43340 43341 43342 43343 43344 43345 43346 43347 43348 43349 43350 43351 43352 43353 43354 43355 43356 43357 43358 43359 43360 43361 43362 43363 43364 43365","228","107","2.4451495801940832","-4.230737047006924","-0.3302196863752762","5.804166291551492","-6.851958194715188","0.2002010907754047"
"4785","105","294","-6.4905486","6.148342708","87.8193778","105","turtles 39211 40898 41102 41130 41436 41492 41782 41793 41827 41861 41900 41904 41909 41924 41976 41997 42000 42134 42180 42208 42487 42490 42508 42514 42517 42522 42526 42551 42558 42574 42590 42595 42637 42641 42648 42661 42667 42680 42931 42933 42940 42948 42951 42956 42958 42975 42982 42990 42991 43004 43012 43013 43020 43021 43027 43043 43044 43046 43048 43051 43054 43056 43061 43062 43063 43064 43068 43076 43079 43084 43088 43095 43104 43106 43109 43113 43119 43121 43128 43131 43137 43143 43151 43366 43367 43368 43369 43370 43371 43372 43373 43374 43375 43376 43377 43378 43379 43380 43381 43382 43383 43384 43385 43386 43387 43388 43389 43390 43391 43392 43393 43394 43395 43396 43397 43398 43399 43400 43401 43402 43403 43404 43405 43406 43407 43408 43409 43410 43411 43412 43413 43414 43415 43416 43417 43418 43419 43420 43421 43422 43423 43424 43425 43426 43427 43428 43429 43430 43431 43432 43433 43434 43435 43436 43437 43438 43439 43440 43441 43442 43443 43444 43445 43446 43447 43448 43449 43450 43451 43452 43453 43454 43455 43456 43457 43458 43459 43460 43461 43462 43463 43464 43465 43466 43467 43468 43469 43470 43471 43472 43473 43474 43475 43476 43477 43478 43479 43480 43481 43482 43483 43484 43485 43486 43487 43488 43489 43490","215","83","-3.2077120253613014","3.8422492369819974","1.4638560406266878","-6.490548599589812","6.148342707968867","-0.3534505533722311"
