"who","color","heading","xcor","ycor","in.bounds.","adaptive.","this.district.act","pref.d1","pref.d2","pref.d3","this.act.sal.d1","this.act.sal.d2","this.act.sal.d3"
"2320","0","145","11.88036957","1.36515229","TRUE","TRUE","3","11.880369565971986","1.365152290415637","14.915573631652022","0.29341126516651067","0.659447196786686","0.047141538046803336"
"2321","0","310","-9.836901547","7.229475207","TRUE","TRUE","3","-9.836901547207775","7.229475207113847","6.653289111560535","0.8048131036199012","0.10560506054557219","0.08958183583452671"
"2322","0","124","-2.072809265","-1.783310477","TRUE","TRUE","3","-2.0728092648909042","-1.7833104773259856","-2.1029415132533558","0.8310112170889494","0.16898875860325482","2.4307795700760875E-8"
"2323","105","344","-13.75803057","2.437102133","TRUE","TRUE","3","-13.75803057177783","2.4371021328897546","-4.730894905890418","0.8689642198439361","0.029722974969771856","0.10131280518629188"
"2324","0","184","6.820984977","1.09905735","TRUE","TRUE","3","6.820984976538953","1.099057350398736","11.095643674581432","0.34928764718667427","0.643485935766056","0.00722641704726975"
"2325","0","159","1.864303007","4.642593386","TRUE","TRUE","3","1.8643030070395055","4.642593386263765","0.20778410665313363","0.6552756903047682","0.3447209529108722","3.3567843595625805E-6"
"2326","0","337","-3.326119691","0.23948074","TRUE","TRUE","3","-3.3261196912798177","0.23948074005401798","6.240239184565155","0.7468533140137344","0.2526124259790791","5.342600071865188E-4"
"2327","105","115","-6.407300842","6.274750013","TRUE","TRUE","3","-6.4073008424024955","6.274750012646807","-3.9835777484577504","0.877483449269512","0.010587948612806701","0.11192860211768134"
"2328","0","166","6.620918731","-21.39954358","TRUE","TRUE","4","6.620918730703877","-21.399543576471437","4.931814834131469","0.49375482176363733","0.5062451780035074","2.3285543552777467E-10"
"2329","15","218","4.543683489","-11.58016639","TRUE","FALSE","4","4.543683489387282","-11.580166385818409","-8.466023807995882","0.2924562967255434","0.7075437032705562","3.900358021030729E-12"
"2330","0","157","-5.656910555","-17.96952573","TRUE","TRUE","4","-5.656910554861637","-17.969525731683447","-3.554568182836112","0.6229090596281731","0.3742131085702535","0.0028778318015733337"
"2331","15","10","-1.997343032","-18.12930939","TRUE","TRUE","4","-1.9973430318161571","-18.129309385570778","3.8715102779783614","0.3337876955747326","0.6647275846188737","0.0014847198063936366"
"2332","0","345","0.329134766","-12.86627219","TRUE","TRUE","4","0.32913476571105965","-12.866272194530895","6.004517275512187","0.561411864942257","0.4367712475772504","0.0018168874804926306"
"2333","0","119","1.6475309","-7.031537127","TRUE","TRUE","4","1.6475308998103384","-7.031537126500092","5.485684431065701","0.6007427812788736","0.3992530523729105","4.166348216013601E-6"
"2334","0","305","-1.79423491","-2.208651357","TRUE","TRUE","4","-1.7942349100006723","-2.2086513565958548","-12.549476916557529","0.31649186773535454","0.22840229612113638","0.455105836143509"
"2335","0","293","-4.84145479","-8.020533561","TRUE","TRUE","4","-4.841454790116088","-8.020533561497626","-5.0556152298377395","0.44464065827872756","0.5362047336547966","0.01915460806647585"
"2336","0","63","-6.26001681","-8.709405084","TRUE","TRUE","4","-6.260016810202241","-8.709405084409015","-2.8675024502610746","0.2854950824441547","0.7144932235897355","1.1693966109590268E-5"
"2337","0","85","-6.04185206","-23.17212894","TRUE","TRUE","4","-6.041852059965702","-23.172128941706113","-4.739330758895622","0.28210083790219115","0.717899152920445","9.177363744302063E-9"
"2338","0","305","12.37207082","-0.21971926","TRUE","TRUE","5","12.3720708237532","-0.21971926044174142","-2.3161436886095244","0.2884059811051993","0.6340567639403182","0.07753725495448256"
"2339","15","242","24.34137312","-5.093951669","TRUE","TRUE","5","24.34137312091378","-5.093951669034975","5.521233363870352","0.689221645081389","0.13258536185748454","0.17819299306112654"
"2340","0","129","15.20351467","1.176336431","TRUE","TRUE","5","15.20351466634527","1.1763364305607669","9.634500386279338","0.5587491541339521","0.4412508149134802","3.095256752226048E-8"
"2341","0","297","15.30409002","2.568697502","TRUE","TRUE","5","15.304090016928184","2.5686975024129843","8.677498084025421","0.30570994993990147","0.32536163320042516","0.36892841685967337"
"2342","0","149","28.27320834","-2.676683712","TRUE","TRUE","5","28.273208335245933","-2.67668371177339","10.090502079099078","0.3147770499448673","0.6851991916487805","2.3758406352331797E-5"
"2343","0","219","20.52009103","11.9528673","TRUE","TRUE","5","20.520091033108244","11.95286729806985","6.312992330754359","0.5148954766051259","0.4851042511402742","2.722545998112785E-7"
