"who","color","heading","xcor","ycor","in.bounds.","this.district.voter","pref.d1","pref.d2","pref.d3","this.voter.sal.d1","this.voter.sal.d2","this.voter.sal.d3"
"208","15","336","-3.376218106","-22.37370151","TRUE","0","-3.376218106047485","-22.37370150581168","5.083062010745623","2.2381638505829856E-4","0.898831721968873","0.10094446164606871"
"209","0","267","-5.226920791","10.872922","TRUE","0","-5.226920791385452","10.872922001545351","-1.0677927919422867","4.8495784055911615E-5","0.750921993791885","0.24902951042405913"
"210","15","346","9.766371384","-2.000611188","TRUE","0","9.76637138351089","-2.000611188167114","9.432516932414625","0.007182112200064798","0.7917216515588813","0.2010962362410538"
"211","0","303","5.830132841","4.910546773","TRUE","0","5.830132841340674","4.910546773020251","2.4996519128840857","0.6211253745576493","0.010067956834314214","0.36880666860803657"
"212","0","227","-2.417096144","2.43660657","TRUE","0","-2.4170961442056473","2.436606569710392","10.139276032828604","0.7647114500561163","0.08303889820815094","0.15224965173573268"
"213","105","320","9.459760959","6.865842478","TRUE","0","9.459760958547637","6.865842477758194","-3.1694164848661757","0.2986440585576005","0.6424110129447183","0.058944928497681154"
"214","0","325","7.453956181","13.22494199","TRUE","0","7.453956180974765","13.224941992639955","18.577700379913026","0.2624585592907485","0.6828175511959221","0.05472388951332927"
"215","0","3","-9.821117336","7.144248309","TRUE","0","-9.821117335690031","7.144248308659549","10.269718418450276","0.4344138701589129","0.1498984775815605","0.41568765225952675"
"216","0","245","10.26358668","-1.143039396","TRUE","0","10.263586682036145","-1.143039395796552","2.978904618491872","0.40138559542611185","0.5886077860874628","0.010006618486425417"
"217","15","12","12.61575185","-12.07858357","TRUE","0","12.615751853096892","-12.078583566040889","13.072692907614185","0.07936326473074393","0.31948377214436063","0.6011529631248954"
"218","105","22","0.14243822","0.342141124","TRUE","1","0.1424382201631268","0.3421411243056642","0.6755842039951632","0.922299445382651","0.07594747813855711","0.001753076478791987"
"219","105","349","-2.708389527","-0.788566175","TRUE","1","-2.7083895268509344","-0.7885661746388049","-1.1351266353946432","0.8705087850584656","0.11803719503920883","0.011454019902325625"
"220","15","84","-3.040894487","-0.426598036","TRUE","1","-3.040894486775806","-0.426598035657871","-4.001210141458594","0.007696652382969821","0.6467784254558999","0.3455249221611304"
"221","15","56","11.4141528","-3.903791077","TRUE","1","11.414152797561087","-3.903791077332404","-0.3588404870138172","0.14043156896978945","0.7397250422559819","0.11984338877422868"
"222","105","83","-1.858862514","-2.318876256","TRUE","1","-1.858862513510969","-2.3188762558835663","8.82018731153786","0.01017003415956545","0.008013422208176007","0.9818165436322586"
"223","15","133","-4.082863701","-13.82474881","TRUE","1","-4.082863701470969","-13.82474881408962","3.361640983363851","0.27660153986069824","0.0036807629802706157","0.7197176971590311"
"224","15","277","-3.762532332","-4.554351279","TRUE","1","-3.762532332428001","-4.554351279190367","-0.4776746342016909","0.016081079599181602","0.16145093552993522","0.8224679848708831"
"225","15","99","12.51933453","0.881870008","TRUE","1","12.51933453459757","0.8818700075704731","-8.022920708226408","0.011667566558354598","0.9721036775781811","0.01622875586346432"
"226","15","213","4.822167392","-3.159745666","TRUE","1","4.822167391960294","-3.1597456664684778","3.0424198259979063","0.47086188497004394","0.38581955825081915","0.14331855677913696"
"227","15","52","5.390561905","-5.54328664","TRUE","1","5.390561905282918","-5.5432866401668","6.012503817309045","0.8432009249942491","0.0013834658995985545","0.1554156091061523"
"228","105","72","13.5603462","-13.27964716","TRUE","2","13.560346195461221","-13.27964715867097","1.9138710101320213","0.20654556712075292","0.003059571088803565","0.7903948617904435"
"229","0","134","4.637352674","-0.007841394","TRUE","2","4.637352673703714","-0.00784139369075465","4.064401878907649","0.5877045372671307","0.35409248833324514","0.058202974399624074"
"230","15","225","-12.68321013","-14.48772879","TRUE","2","-12.683210132297521","-14.48772879192765","3.0968695733288327","0.0019849937149429803","0.018613871063147623","0.9794011352219094"
"231","105","330","2.872330965","-5.654026091","TRUE","2","2.8723309648734525","-5.654026090711573","13.127681728414315","0.1077715626265555","0.8921666429369026","6.179443654187037E-5"
"232","15","270","8.113288634","-2.017832728","TRUE","2","8.113288634442137","-2.0178327279094486","-0.5439539547833088","0.006461663625735022","0.0031063354375169276","0.990432000936748"
"233","105","21","3.686399804","4.851302435","TRUE","2","3.686399803945435","4.851302435442003","-3.3910286505315117","0.10739340613213828","0.8899939742968289","0.002612619571032691"
"234","15","265","9.265422903","2.071055078","TRUE","2","9.26542290315322","2.0710550784313373","5.803202849624715","0.9285925827768485","0.07123887218598698","1.6854503716450182E-4"
"235","15","152","3.809300802","-8.138789962","TRUE","2","3.809300802090825","-8.138789962367955","-1.627071787535108","0.09499128918478579","0.7129795160983642","0.19202919471685015"
"236","105","356","1.110833188","-11.37825064","TRUE","2","1.1108331877657518","-11.378250644057545","4.145153911110674","0.2548711410966428","0.11269973314515426","0.632429125758203"
"237","0","2","11.43934538","-6.668929309","TRUE","2","11.43934537989519","-6.6689293085602275","-2.296857672470489","1.123001851027122E-7","0.13239802453954289","0.867601863160272"
"238","15","195","-11.32459498","25.13520777","TRUE","3","-11.324594980446369","25.135207769957127","-2.9437100313975595","4.424318993251676E-4","0.702182912857296","0.29737465524337886"
"239","105","176","10.55245786","9.120900748","TRUE","3","10.552457855794945","9.120900748095984","5.870601438903456","0.01579392623038777","0.9548203776781519","0.02938569609146044"
"240","105","248","2.007561644","15.76044457","TRUE","3","2.007561644130061","15.760444570113936","-5.840743850807436","0.018548870171622447","0.5331730710774341","0.44827805875094345"
"241","0","339","1.953632346","1.001160615","TRUE","3","1.9536323463264198","1.001160615264776","11.192714334602964","0.05737894643907943","0.6108645194661364","0.33175653409478406"
"242","15","31","8.682523265","10.63593525","TRUE","3","8.682523264970072","10.635935247245856","5.7065026524397355","0.1528091471812179","0.0016548189488855758","0.8455360338698965"
"243","105","141","-0.35549616","1.324227287","TRUE","3","-0.35549615959249303","1.3242272872940535","1.4609503515784155","0.7397844544396318","0.08805244817200272","0.17216309738836544"
"244","105","283","-2.207850417","11.59589217","TRUE","3","-2.2078504172266675","11.59589217498627","2.0993574703759093","0.5577807643677752","0.020805493406763968","0.4214137422254607"
"245","15","19","10.99219058","-4.520792093","TRUE","3","10.992190578375382","-4.520792092601642","-7.276979802953235","0.3745540541268564","0.07270674204251387","0.5527392038306297"
"246","105","115","-9.005296366","3.708094028","TRUE","3","-9.005296365702488","3.708094027621694","14.089555604255864","4.463785267140651E-4","0.5341438090003562","0.4654098124729297"
"247","15","29","-6.786659759","12.13061879","TRUE","3","-6.786659758808703","12.130618785171947","0.27613804291909294","6.520201294652978E-6","0.999806610286831","1.86869511874223E-4"
"248","15","58","9.874119283","-13.93008466","TRUE","4","9.87411928285768","-13.930084655903876","-11.493177100731797","1.0974859712776968E-5","0.8437482899404366","0.1562407351998506"
"249","15","111","-3.406218884","-10.09824849","TRUE","4","-3.4062188841495384","-10.098248494574705","-7.068427540450902","3.665365842948115E-5","0.8619250667059468","0.13803827963562362"
"250","105","176","-6.956708056","-9.813336587","TRUE","4","-6.956708056172015","-9.813336587204281","-0.7327509290446832","0.005446046081046009","0.6004779393009722","0.39407601461798175"
"251","0","57","-1.195036396","0.205205407","TRUE","4","-1.195036396161748","0.2052054069045166","-15.537827946691989","0.35584217080242875","0.6348665169251889","0.009291312272382304"
"252","0","301","4.73311079","-28.01025636","TRUE","4","4.7331107897808025","-28.010256355654633","-17.812422463777168","0.30725599434241885","0.34240326316873587","0.3503407424888453"
"253","15","159","4.219238061","-5.818416018","TRUE","4","4.219238061075754","-5.818416017537299","-7.2620218392092415","4.007338142357621E-5","0.5466037325160259","0.45335619410255057"
"254","0","263","-3.690885306","-18.08522265","TRUE","4","-3.690885306234781","-18.08522265013312","-14.901653576833592","0.847179153108228","0.030541079182719973","0.12227976770905208"
"255","0","5","0.96018119","-10.66148321","TRUE","4","0.9601811900647026","-10.66148321065913","3.1192491192150418","0.6622197748663402","0.3374061437477176","3.7408138594231376E-4"
"256","15","128","3.473355519","-16.88525725","TRUE","4","3.473355518641375","-16.885257252670513","-13.100362658252081","0.09073979593126329","6.798727684923999E-4","0.9085803313002443"
"257","105","119","1.683600147","-12.98856584","TRUE","4","1.6836001471529234","-12.988565844728765","-11.731690351613342","0.002199813199001157","1.4822112977075838E-4","0.997651965671228"
"258","15","233","10.0425743","-6.903738633","TRUE","5","10.042574301631769","-6.903738632649587","1.702974522361893","0.12591250576045404","0.0885605357700371","0.7855269584695088"
"259","0","338","16.19332777","-4.144649522","TRUE","5","16.19332777009611","-4.144649522222948","0.42327015590957995","0.003967564897904761","0.15317628908981473","0.8428561460122805"
"260","15","254","9.531712209","2.583593397","TRUE","5","9.531712208764752","2.583593397229251","0.761099871138204","0.010408627964050015","0.893856299874402","0.09573507216154807"
"261","105","39","16.27959402","-2.157258154","TRUE","5","16.27959402352542","-2.1572581537646625","19.836651341869846","0.5210404836682752","0.15160022323334124","0.32735929309838363"
"262","0","343","6.207447948","-11.96474498","TRUE","5","6.2074479476665","-11.96474498263328","5.036354111435308","0.40828812869346665","0.3723055798392179","0.2194062914673154"
"263","15","265","21.08852151","-6.15343278","TRUE","5","21.08852150502788","-6.153432779874587","-9.828367633873643","0.7345529033984872","0.0029141886430388395","0.26253290795847384"
"264","15","50","8.987809257","-7.397939212","TRUE","5","8.987809257103478","-7.3979392123208525","10.482886765358037","0.03682001779830661","0.9507923803178665","0.012387601883826992"
"265","0","275","-2.538696088","2.609540859","TRUE","5","-2.538696087885141","2.609540858720569","-2.4858807014290267","0.2687921329322622","0.4847776442678914","0.24643022279984644"
"266","0","316","2.848572716","11.02301572","TRUE","5","2.8485727164392376","11.023015721516694","6.420620619969759","0.017457248950515758","0.5390065648722507","0.4435361861772335"
"267","0","330","11.44889048","9.491731732","TRUE","5","11.448890478771409","9.491731732175962","14.105572290953106","5.241757232187603E-4","0.9994714461692908","4.3781074903508075E-6"
