"who","color","heading","xcor","ycor","in.bounds.","this.district.voter","pref.d1","pref.d2","pref.d3","this.voter.sal.d1","this.voter.sal.d2","this.voter.sal.d3"
"268","105","119","-2.814824674","9.354564133","TRUE","6","-2.814824674494456","9.354564132907765","11.432011747128428","0.5896170311167146","0.016000116066705896","0.3943828528165795"
"269","105","294","-2.086416244","8.979134237","TRUE","6","-2.086416244347063","8.979134236653207","8.13086068862018","1.1578025543551904E-7","0.950407030800471","0.04959285341927366"
"270","105","47","-9.624045764","8.107068223","TRUE","6","-9.624045764475646","8.107068222525552","-0.9400609903540892","0.4502822387091813","0.4792330839759097","0.07048467731490889"
"271","0","140","-4.490815954","3.979440491","TRUE","6","-4.490815954263316","3.9794404906732534","-2.4788129859095163","0.5512831987526179","0.20650491853963476","0.24221188270774732"
"272","105","90","-2.184531748","0.115252214","TRUE","6","-2.184531748201267","0.11525221411865672","11.158381419831212","0.23867121963642574","0.3275933953890979","0.4337353849744764"
"273","15","236","3.089254841","1.794963972","TRUE","6","3.0892548414084304","1.794963971729876","-1.5129307548810982","0.9241049480414778","0.0754717206492868","4.2333130923529E-4"
"274","105","46","-3.495181734","-9.990652172","TRUE","6","-3.4951817342049805","-9.990652171520278","-15.00226138434857","0.9886367439313797","0.003192370450178115","0.008170885618442167"
"275","0","40","-8.260731426","-3.295461403","TRUE","6","-8.260731426334095","-3.2954614027126494","0.04649446038933193","2.504870932050962E-7","0.25275839533688144","0.7472413541760254"
"276","0","322","-13.61764882","-13.68711121","TRUE","6","-13.617648817534526","-13.68711120624809","-1.3447539528217138","0.3917565095456988","0.28849870800016447","0.3197447824541366"
"277","15","134","1.125024743","-9.847193436","TRUE","6","1.1250247432194127","-9.847193435928927","-0.7506528779052848","0.0376093413701764","0.9482980336874282","0.014092624942395344"
"278","15","286","-2.096303501","-2.166330589","TRUE","7","-2.0963035007985305","-2.166330588526322","3.146228823765979","0.1898437755690156","0.3397966150666756","0.4703596093643088"
"279","15","241","-10.00676132","-5.258646593","TRUE","7","-10.006761318150613","-5.258646592601137","-0.35672823787235863","2.566477351949506E-7","0.8813709870548425","0.11862875629742228"
"280","105","21","-6.929180273","-8.303752628","TRUE","7","-6.9291802734517765","-8.30375262802403","-0.5237918134555668","2.4282336159842876E-8","0.9306888643925979","0.06931111132506595"
"281","15","28","-5.695410233","-16.70783065","TRUE","7","-5.695410232603684","-16.707830648593948","7.920473336031545","0.08337331171101081","0.46631222937839384","0.45031445891059535"
"282","0","28","2.434929681","-8.012518313","TRUE","7","2.43492968082794","-8.012518313354445","-9.231643769393077","6.770812571035139E-7","0.010043822652421595","0.9899555002663214"
"283","0","7","-14.97746958","-9.971547435","TRUE","7","-14.977469581880555","-9.971547435104991","8.252814767951177","0.1720273359295166","0.27833864956887955","0.5496340145016038"
"284","15","203","1.624791845","-4.110323886","TRUE","7","1.624791845410412","-4.110323886022538","-0.7448649455253256","0.13944313317089274","0.8601464337737174","4.1043305538983864E-4"
"285","15","273","-11.0336677","-2.729252902","TRUE","7","-11.033667696648564","-2.7292529022916794","-3.2817467577331723","0.002882751346524463","0.88564578749735","0.11147146115612552"
"286","15","87","-2.119071139","-19.5842394","TRUE","7","-2.119071138535287","-19.584239404089516","4.149375984120352","1.3795007339070816E-4","0.9607480496456796","0.03911400028092965"
"287","105","299","-7.491699588","-3.07602174","TRUE","7","-7.491699587618282","-3.076021740153479","-6.151106738370611","0.14757204561076867","0.03511600509692426","0.8173119492923071"
"288","105","207","-2.778346186","4.222360383","TRUE","8","-2.778346185745721","4.222360383346465","0.5347743497937303","0.32732591390636234","0.5421192185239971","0.13055486756964046"
"289","0","312","-5.608763601","4.09799414","TRUE","8","-5.608763600591428","4.09799414015934","-3.3096193132294096","0.3421744386198729","0.16374120029253728","0.4940843610875899"
"290","105","37","-15.03574831","16.08732275","TRUE","8","-15.035748307415204","16.087322746906967","5.611359252596383","9.682968341735598E-4","0.9746558141933658","0.024375888972460565"
"291","105","23","4.009902771","11.62206685","TRUE","8","4.009902770828589","11.6220668526941","9.424692157199802","0.06816760283339429","0.9091606243456631","0.02267177282094258"
"292","0","211","-7.809076771","-3.40473593","TRUE","8","-7.809076771390491","-3.4047359299211397","5.092123627530724","0.6410044326420465","0.10103311490410559","0.2579624524538478"
"293","105","112","2.228733075","21.21976712","TRUE","8","2.2287330749357235","21.219767118223437","10.616436972790822","0.0035463461724916196","0.8477265398719108","0.14872711395559762"
"294","105","36","-4.286020486","7.196407029","TRUE","8","-4.286020486096837","7.196407029123045","10.538428359631332","2.1063790797282793E-4","0.9697820086955057","0.030007353396521518"
"295","15","220","-11.56100547","-3.834110965","TRUE","8","-11.561005474568834","-3.8341109651707814","4.2004795204485905","4.780454733324975E-4","0.05629097656195011","0.9432309779647174"
"296","105","253","-1.021687933","8.829215579","TRUE","8","-1.0216879329457598","8.829215579269816","-2.6407208918409557","0.06977322325758681","0.805046808142427","0.12517996859998612"
"297","15","88","-8.548323878","9.535718945","TRUE","8","-8.54832387765262","9.53571894470776","5.426585116808466","0.3798260047576351","0.06292074237953231","0.5572532528628326"
"298","0","324","11.85333428","0.367466738","TRUE","9","11.853334282832924","0.36746673766692206","-6.030847048349637","0.29921354238582365","0.48878187062911926","0.21200458698505723"
"299","105","191","2.388153943","-1.39226683","TRUE","9","2.388153942803484","-1.3922668304575438","6.650062566409247","0.15713906251393775","0.10195643077663141","0.7409045067094309"
"300","105","303","-7.836173872","-11.72653923","TRUE","9","-7.8361738718394","-11.72653922880778","4.712411109785826","0.7830797000384463","0.05839627845460063","0.15852402150695305"
"301","0","159","-6.309961963","-8.083347202","TRUE","9","-6.309961962681747","-8.083347201961297","6.23344836819112","0.26415347222708596","0.4259263614014917","0.30992016637142233"
"302","105","230","1.374816309","5.457188501","TRUE","9","1.3748163092285663","5.457188500573829","0.5836950339481697","0.6297040230772334","0.18944344534355007","0.1808525315792165"
"303","105","159","-8.876378899","9.078095144","TRUE","9","-8.876378898992042","9.078095144399345","6.009574098721247","0.06615154248228361","0.7402410534141177","0.19360740410359867"
"304","15","131","1.141399625","-9.969316643","TRUE","9","1.1413996245230618","-9.969316643466229","18.119410562025347","0.228473175556031","0.25371710842770706","0.517809716016262"
"305","105","193","-18.25637192","-5.662034322","TRUE","9","-18.256371915167705","-5.6620343220683225","4.537611219344632","0.4411828697575279","0.10710082463715158","0.45171630560532045"
"306","105","147","11.42237036","-10.23220254","TRUE","9","11.422370364125122","-10.232202537184097","8.631143057684598","1.1355167855101496E-7","0.021929210169180157","0.9780706762791412"
"307","105","215","-3.492795509","2.015975137","TRUE","9","-3.4927955086714046","2.015975136619834","14.61903577890028","0.07587671508213373","0.9109560594948278","0.01316722542303846"
"308","105","332","2.987053356","13.20622166","TRUE","10","2.9870533563368573","13.206221664222277","15.774275944504398","0.012868283728030769","0.8986845940333724","0.08844712223859678"
"309","15","81","6.023164578","13.15131908","TRUE","10","6.0231645777859475","13.151319082035434","13.205666421629585","9.496674165239016E-5","3.240149471203552E-4","0.9995810183112273"
"310","15","266","-2.98242811","-0.119307745","TRUE","10","-2.9824281095612823","-0.11930774506467134","-4.7906467077310175","0.10634046748426343","0.892042423895206","0.001617108620530365"
"311","105","113","-5.653019492","1.637414703","TRUE","10","-5.653019491692059","1.6374147033547537","8.000255021181797","0.0011727870974126942","0.9482649869841907","0.05056222591839666"
"312","105","163","3.593895838","15.56256143","TRUE","10","3.593895837600163","15.56256142531726","-4.515970904020265","0.007219369205633167","0.6472538907836739","0.3455267400106928"
"313","105","44","4.696693873","-4.623122424","TRUE","10","4.696693873424876","-4.623122423580499","-6.904028313569248","2.34451653657563E-7","0.6242854386224838","0.3757143269258625"
"314","105","214","0.219171172","1.48375766","TRUE","10","0.21917117157877808","1.4837576598529285","-0.33599650202902526","0.0021072240923303252","0.7414513103951076","0.2564414655125621"
"315","0","330","3.914395687","-1.039545957","TRUE","10","3.914395687357768","-1.039545957493008","5.9523291015771","0.38141122140773087","0.3238389198124591","0.29474985877980997"
"316","0","335","6.349624426","-0.015660452","TRUE","10","6.349624425519143","-0.015660452075580977","1.9434534874167908","0.06020953227739641","0.8482485274776629","0.09154194024494068"
"317","15","200","4.801785836","11.36447383","TRUE","10","4.801785835887226","11.364473828030697","-2.5263845927875677","0.5376494179236361","0.4460221000513885","0.016328482024975433"
"318","105","321","-7.215286082","-16.01846056","TRUE","11","-7.215286082460617","-16.01846056288144","0.39122171632605696","0.3628281699349504","4.981777070111999E-5","0.6371220122943486"
"319","0","324","-5.058801992","5.784577091","TRUE","11","-5.058801991788119","5.784577091495142","-6.800979887266178","0.20465301018436405","0.028248538268237453","0.7670984515473985"
"320","15","62","-0.479207982","-10.537506","TRUE","11","-0.47920798243663487","-10.537506002553144","14.09640101797239","0.8014158931290054","0.1985084922635041","7.561460749040681E-5"
"321","15","282","5.709404723","-2.682006214","TRUE","11","5.709404722908117","-2.6820062143486494","13.86351050511907","0.0038491346885870274","0.9903758738454383","0.005774991465974605"
"322","15","329","2.144269347","-27.47376173","TRUE","11","2.144269346954605","-27.47376172520448","3.051069689715768","0.3630422382107678","0.051841326400613","0.5851164353886191"
"323","15","8","-14.07935359","-16.01555589","TRUE","11","-14.079353592864447","-16.015555892562542","-12.5040689262708","0.03841145340107385","0.9601606691677492","0.0014278774311769179"
"324","0","110","-0.756993363","-4.406763399","TRUE","11","-0.7569933631754227","-4.406763398684969","-1.169675805802337","5.46624307943861E-8","0.1483451795869373","0.8516547657506319"
"325","105","209","-12.89023089","0.660629585","TRUE","11","-12.89023089417397","0.6606295847795502","-13.851294700278917","0.8412789134552071","0.10909933917014412","0.04962174737464867"
"326","0","92","-1.83800716","-9.092835522","TRUE","11","-1.838007160400286","-9.092835522343915","-10.326835672174429","0.06688776914541615","0.11216307865799736","0.8209491521965865"
"327","105","351","-11.82559742","-5.757816341","TRUE","11","-11.825597418655557","-5.757816340995979","-0.5203429499607499","0.1462292187616667","0.20729307517123077","0.6464777060671024"
"328","105","47","-1.488897144","4.957952249","TRUE","12","-1.4888971435306138","4.957952248572291","11.684306138130651","0.2048280426081391","0.04326437387951201","0.7519075835123489"
"329","15","197","-15.59040884","-7.359767264","TRUE","12","-15.59040884466005","-7.359767264133861","-4.580071488565403","0.007392847140887978","0.28577916088779554","0.7068279919713164"
"330","0","159","-8.975093599","-5.004648419","TRUE","12","-8.97509359921258","-5.004648418715731","11.003598725235722","0.011248357897926959","0.06091292420739879","0.9278387178946742"
"331","105","242","-1.617613986","-9.995513144","TRUE","12","-1.6176139859577203","-9.995513143742707","7.546274959493059","0.002230466030398402","0.17273137903507152","0.8250381549345301"
"332","0","325","-7.809139674","-2.609250535","TRUE","12","-7.809139674206674","-2.609250535084678","4.214659974191269","0.41088824778773014","0.5185357010644205","0.07057605114784946"
"333","0","168","-9.390766736","-11.57763476","TRUE","12","-9.390766735710674","-11.577634759183827","1.2678242452362585","0.0646908248214571","0.09023114992262184","0.845078025255921"
"334","105","243","-12.25224138","2.117924282","TRUE","12","-12.252241381106053","2.1179242820055366","2.96373645374423","0.3520066680840481","0.6112816070441484","0.03671172487180354"
"335","15","57","-4.101724586","-4.398599815","TRUE","12","-4.101724586322394","-4.3985998154495265","8.858962405641432","2.2556076218791527E-4","0.05250765487205495","0.9472667843657571"
"336","105","67","-5.529304322","2.188544873","TRUE","12","-5.5293043221113685","2.188544872514271","0.019120927130520826","0.5995663175478112","0.40043314448854767","5.379636410357531E-7"
"337","15","321","-1.158890352","2.770548112","TRUE","12","-1.1588903519262583","2.7705481119059048","-3.283946319566133","0.011706098032716536","0.4961491963425968","0.4921447056246867"
"338","105","37","15.48522465","14.86434145","TRUE","13","15.485224648783827","14.864341451911795","17.35866007587014","0.0015704449277369396","0.24590660340220422","0.7525229516700588"
"339","15","153","16.81457506","-0.424345452","TRUE","13","16.81457506480153","-0.42434545220180997","-5.291443116438792","0.8921335638841612","0.02225726096574245","0.08560917515009629"
"340","105","9","10.89788316","13.82042454","TRUE","13","10.897883156289737","13.820424543534696","-3.1345803203937406","0.005024893806291363","0.8910575717182513","0.10391753447545739"
"341","0","18","12.5426739","19.03092003","TRUE","13","12.542673896056957","19.03092002822863","0.9563363826637481","0.0020202064735062373","0.21945272981822603","0.7785270637082676"
"342","15","274","19.78216695","-0.470764917","TRUE","13","19.782166947233303","-0.4707649167781378","-9.033877221202058","0.14480586239091897","1.6142208840210535E-5","0.8551779954002409"
"343","0","52","4.185783673","-3.216840118","TRUE","13","4.18578367318308","-3.216840118235843","-16.252711016133023","0.681794990861499","0.2853848249452368","0.03282018419326413"
"344","105","285","11.00683059","10.5521309","TRUE","13","11.006830591549377","10.5521309009623","1.966096377959785","0.0010226225346451267","0.30186838773683816","0.6971089897285168"
"345","15","329","-4.191234568","11.83468364","TRUE","13","-4.19123456814637","11.834683635409998","4.813777553914322","0.05237707129566824","0.5176272388290142","0.42999568987531744"
"346","105","49","16.89296213","8.823445851","TRUE","13","16.892962126270977","8.823445851252806","7.944846779514085","2.975936576147571E-7","0.238559520390369","0.7614401820159734"
"347","105","165","13.12955652","18.85422438","TRUE","13","13.129556524170138","18.854224375226643","1.6987358272656814","4.5856402823615924E-6","0.4201006807955138","0.579894733564204"
"348","15","284","0","0","FALSE","14","-31.83095415811228","-6.378803584783296","-2.1316652416578927","0.08114358703695687","0.7579812227465101","0.16087519021653296"
"349","15","354","-12.13631612","-1.685523665","TRUE","14","-12.136316118166231","-1.6855236651452503","-8.401949548471608","0.08782795483817435","0.9116511653476882","5.208798141374068E-4"
"350","15","354","-1.138570365","-0.207622197","TRUE","14","-1.1385703646815024","-0.20762219745630656","-4.078423621795762","0.3641468671110901","0.6137988610008794","0.022054271888030504"
"351","15","135","-19.71174804","0.067113063","TRUE","14","-19.711748043808495","0.06711306270356288","-6.1360729245490155","0.13172063257171568","0.4863583432975376","0.3819210241307468"
"352","0","72","-12.47437384","1.832575204","TRUE","14","-12.474373843129783","1.832575204178979","-2.7585817760882505","0.0024568143390645302","2.543375614885765E-4","0.9972888480994468"
"353","0","289","-10.42779483","-4.395644463","TRUE","14","-10.42779482871803","-4.395644463166891","3.7249033673584413","5.291411230595742E-6","0.40491765310239886","0.5950770554863706"
"354","105","86","-11.06585582","5.024368373","TRUE","14","-11.065855823588912","5.024368373108457","11.034671793407096","1.0830261132818544E-4","6.6894034217099E-8","0.9998916304946377"
"355","105","74","-2.447690502","6.55469601","TRUE","14","-2.4476905023131703","6.554696009879184","-12.575871759780641","0.0014354483469542624","0.9928539259143628","0.005710625738682768"
"356","105","93","-7.224073664","8.329275567","TRUE","14","-7.2240736635257665","8.329275566506045","-4.001461137293705","0.9163144420700714","0.06569734378240441","0.01798821414752417"
"357","0","294","-18.71637","-1.659129892","TRUE","14","-18.716369996932087","-1.6591298915538748","-0.36897320693624036","0.18613089687021647","0.5071013947746761","0.30676770835510747"
"358","0","337","-1.104864125","-4.683744456","TRUE","15","-1.1048641247349635","-4.683744456361591","-3.483128607642098","0.08718239276970545","0.05333099643688944","0.859486610793405"
"359","0","155","2.220904324","-7.02079466","TRUE","15","2.22090432411436","-7.020794659669173","9.748513650940481","0.0013493792066242437","0.9616434324823919","0.03700718831098387"
"360","0","296","13.2291696","-0.811030855","TRUE","15","13.229169601953684","-0.8110308549378793","2.5630748792000517","0.818221572448292","0.16119075882254272","0.020587668729165298"
"361","105","114","3.070585679","1.318481861","TRUE","15","3.070585679269723","1.3184818611897915","-10.599621061519544","0.0882007456678239","0.9087179329826707","0.003081321349505428"
"362","15","336","4.483986713","-15.22319249","TRUE","15","4.4839867129431745","-15.223192494597797","-7.776361756050752","0.9050870192521961","0.04913360039571697","0.045779380352086896"
"363","105","83","-10.42820175","7.605140092","TRUE","15","-10.428201746914501","7.605140092203011","-4.6148698484180795","5.051068807108314E-4","0.9737890963095169","0.025705796809772138"
"364","15","37","-6.455355611","-0.551824373","TRUE","15","-6.4553556113865405","-0.5518243727590684","-2.862983399339967","0.9937813464701671","0.00539023222780575","8.284213020271786E-4"
"365","105","166","-10.10528281","-8.183909208","TRUE","15","-10.105282814097224","-8.183909208356708","-5.98956600878252","0.45259065649383073","0.06101856019250171","0.4863907833136675"
"366","0","46","-13.10421356","-9.972444507","TRUE","15","-13.104213559356122","-9.972444507427134","6.16194846796937","0.11616028212251896","0.16852470750021636","0.7153150103772646"
"367","105","307","-12.09780469","-3.35193207","TRUE","15","-12.09780469455279","-3.3519320700602844","-2.201876047285479","0.37577950194351534","0.49064273752032234","0.1335777605361624"
"368","105","18","-9.405893264","1.122037225","TRUE","16","-9.40589326416595","1.1220372252796764","-17.393276813897256","0.09011999074824595","0.909297615504307","5.823937474471604E-4"
"369","15","94","16.2012159","0.085275157","TRUE","16","16.201215904310722","0.08527515651414763","-3.07301490786044","0.021377651952056386","0.34113336237323766","0.6374889856747059"
"370","15","351","-3.312352863","16.884982","TRUE","16","-3.3123528634580435","16.884982001604268","-10.636382584397488","0.0076507611108667765","0.16390227352194228","0.8284469653671909"
"371","105","202","7.707454381","-0.364075984","TRUE","16","7.707454380872486","-0.3640759840534802","-2.2230427316231713","0.09875984048606612","0.0035361542214490146","0.8977040052924848"
"372","15","7","15.76267336","-1.807501624","TRUE","16","15.762673356271529","-1.8075016236709858","-3.290872976869232","0.18394183985954396","0.8027545232787113","0.013303636861744685"
"373","15","286","-4.73776996","-5.793192778","TRUE","16","-4.737769960232279","-5.7931927783430845","-3.264188753714416","3.3093528324583224E-6","0.7323490680115069","0.2676476226356607"
"374","15","206","2.804561556","1.717520773","TRUE","16","2.804561555765507","1.7175207727447885","-10.47869455627509","0.2438265679581099","0.7557808151969236","3.9261684496642017E-4"
"375","15","53","3.148456219","6.204958495","TRUE","16","3.1484562191419716","6.2049584946833285","4.549487759567206","0.4803937168621366","0.05506220183653523","0.4645440813013281"
